kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
873;1100-1130;Tu;HNG;Nemzetiségi Rádió;RU;HNG;p;2;;
873;1100-1130;Mo;HNG;Nemzetiségi Rádió;SV;HNG;lh;2;;
873;1100-1130;Mo;HNG;Nemzetiségi Rádió;SV;HNG;p;2;;
873;1100-1130;Fr;HNG;Nemzetiségi Rádió;UK;HNG;lh;2;;
873;1100-1130;Fr;HNG;Nemzetiségi Rádió;UK;HNG;p;2;;
873;1130-1200;Sa;HNG;Nemzetiségi Rádió;PO;HNG;lh;2;;
873;1130-1200;Sa;HNG;Nemzetiségi Rádió;PO;HNG;p;2;;
873;2000-2200;irr;HNG;Nemzetiségi Rádió;D;HNG;lh;2;;[1018]
873;2000-2200;irr;HNG;Nemzetiségi Rádió;D;HNG;p;2;;
873;1800-1900;;KRE;PBS Pyongyang Pansong;K;FE;sn;1;;
873;1900-1950;;KRE;PBS Pyongyang Pansong;K;FE;sn;1;;
880;0000-2400;;B;Rádio Inconfidência;P;B;c;1;;
882;1400-1415;Su;IND;Trans World Radio;BNJ;SAs;/CLN-p;1;;
882;1400-1415;Sa;IND;Trans World Radio;KOY;SAs;/CLN-p;1;;
882;1400-1430;Mo-Fr;IND;Trans World Radio;TEL;SAs;/CLN-p;1;;
882;1415-1430;Sa;IND;Trans World Radio;KON;SAs;/CLN-p;1;;
882;1415-1430;Su;IND;Trans World Radio;OR;SAs;/CLN-p;1;;
882;1430-1445;Su;IND;Trans World Radio;TEL;SAs;/CLN-p;1;;
882;1430-1500;Mo-Sa;IND;Trans World Radio;GU;SAs;/CLN-p;1;;
882;1445-1500;Su;IND;Trans World Radio;KUT;SAs;/CLN-p;1;;
882;1500-1515;Su;IND;Trans World Radio;E;SAs;/CLN-p;1;;
882;1500-1515;Th;IND;Trans World Radio;GM;SAs;/CLN-p;1;;
882;1500-1515;Sa;IND;Trans World Radio;KKN;SAs;/CLN-p;1;;
882;1500-1515;Mo;IND;Trans World Radio;SRA;SAs;/CLN-p;1;;
882;1500-1530;Tu-We;IND;Trans World Radio;MAL;SAs;/CLN-p;1;;
882;1515-1530;Su;IND;Trans World Radio;HI;SAs;/CLN-p;1;;
882;1515-1530;Mo;IND;Trans World Radio;KUI;SAs;/CLN-p;1;;
882;1515-1530;Th;IND;Trans World Radio;MAR;SAs;/CLN-p;1;;
882;1515-1530;Sa;IND;Trans World Radio;OR;SAs;/CLN-p;1;;
882;1530-1600;;IND;Trans World Radio;OR;SAs;/CLN-p;1;;
891;1100-1103;Sa-Th;ALG;R.Algiers Int.;E;NAf;of;1;;
891;1130-1133;Sa-Th;ALG;R.Algiers Int.;S;NAf;of;1;;
891;1315-1317;;ALG;R.Algiers Int.;E;NAf;of;1;;
891;1330-1345;;ALG;R.Algiers Int.;E;NAf;of;1;;
891;1345-1430;;ALG;R.Algiers Int.;S;NAf;of;1;;
891;1900-2300;;ALG;R.Algiers Int.;A,F;NAf;of;1;;
891;1930-1940;;ALG;R.Algiers Int.;E;NAf;of;1;;
891;1941-2000;;ALG;R.Algiers Int.;S;NAf;of;1;;
891;2300-1900;;ALG;R.Algiers Int.;A,F;NAf;of;1;;[0922]
909;1100-1200;Mo-Sa;ROU;Radio Bukarest;D;ROU;;2;;[1218]
909;0300-0400;;USA;Voice of America;E;SAf;/BOT;1;;
909;0400-0500;SaSu;USA;Voice of America;E;SAf;/BOT;1;;
909;0400-0500;Mo-Fr;USA;Voice of America;ZWE;ZWE;/BOT;1;;
909;0500-0700;;USA;Voice of America;E;SAf;/BOT;1;;
909;1600-1700;;USA;Voice of America;E;Af;/BOT;1;;
909;1700-1800;;USA;Voice of America;ZWE;ZWE;/BOT;1;;
909;1800-1900;SaSu;USA;Voice of America;E;Af;/BOT;1;;
909;1800-1900;Mo-Fr;USA;Voice of America;ZWE;ZWE;/BOT;1;;
909;1900-2100;;USA;Voice of America;E;Af;/BOT;1;;
927;1900-2300;;ALG;R.Algiers Int.;A,F;NAf;tm;1;;
927;1930-1940;;ALG;R.Algiers Int.;E;NAf;tm;1;;
927;1941-2000;;ALG;R.Algiers Int.;S;NAf;tm;1;;
927;0000-2400;;DNK;World Music Radio;E;NEu;hv;1;;
927;1630-1650;;J;NHK Radio Japan;FS;IRN;/TJK;1;;
927;1700-1720;;J;NHK Radio Japan;UR;SAs;/TJK;1;;
963;1000-1100;;CHN;China Radio Int.;R8;FE;hd;1;;
963;0500-1303;;TUN;Radio Tunis Chaine Int.;F;TUN;;1;;[0322]
963;1303-1330;;TUN;Radio Tunis Chaine Int.;E;TUN;;1;;[0216]
963;1330-1400;;TUN;Radio Tunis Chaine Int.;I;TUN;;1;;
963;1400-1903;;TUN;Radio Tunis Chaine Int.;F;TUN;;1;;
963;1903-1930;;TUN;Radio Tunis Chaine Int.;S;TUN;;1;;[1015]
963;1930-2000;;TUN;Radio Tunis Chaine Int.;D;TUN;;1;;[1122]
963;2000-0100;;TUN;Radio Tunis Chaine Int.;F;TUN;;1;;[0318]
972;0350-1400;;KOR;KBS Hanminjok;K;FE;d;1;;[1218]
972;1400-2400;;KOR;KBS Hanminjok;K;FE;d;1;;[0122]
972;1400-1700;SaSu;USA;Voice of America;E;SAs;/TJK-o;1;;
972;1400-1700;Mo-Fr;USA;Voice of America;UR;SAs;/TJK-o;1;;
972;1700-0200;;USA;Voice of America;E;SAs;/TJK-o;1;;
981;0730-0750;Mo-Fr;J;NHK Radio Japan;T;THA;/THA;1;;
999;0000-2400;;RUS;Radio Rossii;R;EEu;/MDA;1;;[1222]
1010;0000-2400;;CAN;CFRX Toronto, CFRB 1010;E;NAm;t;1;;[0123]
1017;1100-1400;;CHN;China Radio Int.;K;FE;cc;1;;
1017;1400-1500;;CHN;China Radio Int.;K;FE;cc;1;;[1218]
1017;2100-2300;;CHN;China Radio Int.;K;FE;cc;1;;
1035;1500-2200;;EST;Radio Eli;R;EEu;tt;2;;
1035;0253-2000;;ETH;Radio Oromiya;OO;EAf;ad;1;;
1035;1800-1900;;USA;Radio Liberty;R;EEu;/EST-tt;1;;[0423]
1035;1900-2030;;USA;Trans World Radio;R;EEu;/EST-tt;2;;
1044;1100-1600;;CHN;China Radio Int.;J;FE;ch;1;;[1218]
1053;0253-2000;;ETH;Radio Oromiya;OO;EAf;n;1;;
1060;0000-2400;;CAN;CFVP Calgary Funny 1060;E;WNA;c;1;;[0621]
1060;1215-2200;;MEX;Radio Educación;S;CAm;e;1;;
1060;2200-1215;;MEX;Radio Educación;S;CAm;e;1;;[0621]
1071;0100-0130;;IND;All India Radio Ext.Sce;SD;PAK;j;1;;
1071;0400-0745;;IND;All India Radio Ext.Sce;UR;PAK;j;1;;
1071;0930-1130;;IND;All India Radio Ext.Sce;UR;PAK;j;1;;
1071;1130-1200;;IND;All India Radio Ext.Sce;SIR;PAK;j;1;;
1071;1200-1330;;IND;All India Radio Ext.Sce;PJ;PAK;j;1;;
1071;1330-1430;;IND;All India Radio Ext.Sce;DR;AFG;j;1;;
1071;1545-1930;;IND;All India Radio Ext.Sce;UR;PAK;j;1;;
1071;2330-0100;;IND;All India Radio Ext.Sce;PJ;PAK;j;1;;
1080;1130-1230;;CHN;China Radio Int.;T;SEA;xw;1;;
1080;1330-1430;;CHN;China Radio Int.;T;SEA;xw;1;;
1080;1430-1530;;CHN;China Radio Int.;LAO;SEA;xw;1;;
1080;1600-1700;;CHN;CRI/CGTN Radio;E;SEA;xw;1;;
1080;1700-1800;;CHN;CRI/CGTN Radio;E;SEA;xw;1;;
1080;0255-2101;;ETH;Fana Broadcasting Corp.;AH;EAf;a;1;;
1089;1900-2300;;ALG;R.Algiers Int.;A,F;NAf;ad;1;;
1089;1930-1940;;ALG;R.Algiers Int.;E;NAf;ad;1;;
1089;1941-2000;;ALG;R.Algiers Int.;S;NAf;ad;1;;
1089;0100-0500;;CHN;China National Radio 6;AM;TWN;f;1;;
1089;0500-0600;;CHN;China National Radio 6;HK;TWN;f;1;;
1089;0600-0900;Th-Tu;CHN;China National Radio 6;HK;TWN;f;1;;
1089;0900-1100;;CHN;China National Radio 6;HK;TWN;f;1;;
1089;1100-1200;;CHN;China National Radio 6;M;TWN;f;1;;
1089;1200-1605;;CHN;China National Radio 6;M;TWN;f;1;;
1089;2155-0100;;CHN;China National Radio 6;AM;TWN;f;1;;
1089;1145-1300;;RUS;Radio Rossii;R;EEu;a;1;;
1098;1200-1300;;TWN;Radio Taiwan Int.;AM;SEA;k;1;;
1098;1300-1400;;TWN;Radio Taiwan Int.;M;SEA;k;1;;[1218]
1098;1400-1500;;TWN;Radio Taiwan Int.;M;SEA;k;1;;
1098;1500-1600;;TWN;Radio Taiwan Int.;M;SEA;k;1;;[1218]
1098;1600-1700;;TWN;Radio Taiwan Int.;M;SEA;k;1;;[1218]
1116;1000-1705;;CHN;CNR5 Cross-Strait Radio;M;TWN;sw;1;;
1116;2055-2200;;CHN;CNR5 Cross-Strait Radio;M;TWN;sw;1;;
1134;0600-0850;We-Mo;CHN;China National Radio 1;M;CHN;q;1;;
1134;0850-1805;;CHN;China National Radio 1;M;CHN;q;1;;
1134;2023-0600;;CHN;China National Radio 1;M;CHN;q;1;;
1143;0800-1400;;RUS;Radio Rossii;R;EEu;k;1;;[1122]
1143;0200-0400;;TJK;Voice of Tajik;TJ;As;y;1;;
1143;0400-0600;;TJK;Voice of Tajik;FS;As;y;1;;
1143;0600-0800;;TJK;Voice of Tajik;DR;As;y;1;;
1143;0800-1000;;TJK;Voice of Tajik;R;As;y;1;;[0915]
1143;1000-1100;;TJK;Voice of Tajik;UZ;As;y;1;;
1143;1100-1200;;TJK;Voice of Tajik;HI;As;y;1;;
1143;1200-1300;;TJK;Voice of Tajik;A;As;y;1;;
1143;1300-1400;;TJK;Voice of Tajik;E;As;y;1;;
1143;1400-1600;;TJK;Voice of Tajik;TJ;As;y;1;;
1143;1600-1800;;TJK;Voice of Tajik;FS;As;y;1;;
1161;1900-2300;;ALG;R.Algiers Int.;A,F;NAf;s;1;;
1161;1930-1940;;ALG;R.Algiers Int.;E;NAf;s;1;;
1161;1941-2000;;ALG;R.Algiers Int.;S;NAf;s;1;;
1170;0000-0350;;KOR;KBS Hanminjok;K;FE;k;1;;
1170;0950-1000;;KOR;KBS Hanminjok;K;FE;k;1;;
1170;1400-2400;;KOR;KBS Hanminjok;K;FE;k;1;;
1170;1000-1100;;KOR;KBS World Radio;K;FE;k;1;;
1170;1100-1200;;KOR;KBS World Radio;J;J;k;1;;
1170;1200-1300;;KOR;KBS World Radio;R;FE;k;1;;
