3137;0000-2400;;USA;US Air Force ALE;;Glo;;1;;
3170;0000-2400;;USA;NTA Emergency ALE Net;;USA;;1;;
3173;0000-2400;;UKR;Ukrainian Military ALE;;UKR;;1;;[1119]
3188.5;0000-2400;;POL;Internal Ministry ALE;;POL;;1;;
3216;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
3224;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
3226;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
3239;0000-2400;;CHL;Gendarmeria Chile ALE;;CHL;;1;;
3254.5;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
3286;0000-2400;;USA;US Army MARS ALE;;USA;;1;;[0120]
3318.3;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
3326;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[1219]
3341;0000-2400;;USA;Bonneville PowerAdm.ALE;;WNA;;1;;
3341;0000-2400;;USA;FEMA Emergency ALE;;USA;;1;;[0120]
3345;0000-2400;;USA;Corps of Engineers ALE;;USA;;1;;
3351.1;0000-2400;;USA;Veterans Health Adm.ALE;;USA;;1;;[1219]
3369;0000-2400;;USA;COTHEN ALE;;USA;;1;;
3371.6;0000-2400;;USA;Fish and Wildlife ALE;;USA;;1;;
3374;0000-2400;;D;German Coast Guard ALE;;D;;1;;
3390;0000-2400;;HRV;Croatian NRPD ALE;;HRV;;1;;
3393.6;0000-2400;;USA;Veterans Health Adm.ALE;;USA;;1;;
3428;0000-2400;;USA;COTHEN ALE;;USA;;1;;[1219]
3503.5;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
3558;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
3595;0000-2400;;D;German Fed.Police ALE;;D;;1;;
3640;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[1219]
3735;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[0120]
3795;0000-2400;;POL;Polish Army ALE;;POL;;1;;[1119]
3801.5;0000-2400;;D;German Red Cross ALE;;D;;1;;
3805;0000-2400;;MRC;Protection Civile ALE;;MRC;;1;;
3814;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;
3818;0000-2400;;D;German Red Cross ALE;;D;;1;;[1119]
3825;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
3825;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
3831;0000-2400;;D;German Coast Guard ALE;;D;;1;;
3844;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1119]
3848;0000-2400;;S;Swedish Military ALE;;S;;1;;[1119]
3850;0000-2400;;D;German Fed.Police ALE;;D;;1;;[1219]
3865;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
3903;0000-2400;;F;Fr. Air Force E-3F ALE;;Eu;av;1;;
3928;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
4005.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
4013;0000-2400;;D;German Red Cross ALE;;D;;1;;
4035;0000-2400;;TUN;Tunisian Police ALE;;TUN;;1;;
4036.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
4036.5;0000-2400;;USA;Missouri Nat.Guard ALE;;CNA;;1;;
4039;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[0120]
4040;0000-2400;;MRC;Protection Civile ALE;;MRC;;1;;
4046;0000-2400;;S;Swedish Military ALE;;S;;1;;[1119]
4239.5;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ev;1;;[1219]
4258.5;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
4347.5;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
4360;0000-2400;;GEO;Georgia Coast Guard ALE;;GEO;;1;;
4386;0000-2400;;S;Swedish Military ALE;;S;;1;;[1119]
4396;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
4410;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
4438;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
4438.5;0000-2400;;USA;US Army MARS ALE;;USA;;1;;
4443;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
4450;0000-2400;;USA;US National Guard ALE;;USA;;1;;
4459;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;
4492.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
4494;0000-2400;;S;Swedish Military ALE;;S;;1;;[1119]
4495;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;
4503;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;[1219]
4510;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[0120]
4537.5;0000-2400;;D;German Fed.Police ALE;;D;;1;;
4537.5;0000-2400;;USA;Missouri Nat.Guard ALE;;CNA;;1;;
4540;0000-2400;;USA;US National Guard ALE;;USA;;1;;
4550;0000-2400;;JOR;Jordan Address ALE Net;;JOR;;1;;
4553.5;0000-2400;;D;German Coast Guard ALE;;D;;1;;
4555.2;0000-2400;;D;German Fed.Police ALE;;D;;1;;
4560;0000-2400;;AUS;Australian Police ALE;;AUS;;1;;[1119]
4560;0000-2400;;CHN;China Military ALE;;FE;;1;;[1119]
4561;0000-2400;;E;Guardia Civil ALE;;E;;1;;
4588;0000-2400;;D;German Red Cross ALE;;D;;1;;[1119]
4600;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[0819]
4603;0000-2400;;USA;FEMA Emergency ALE;;USA;;1;;[0120]
4604;0000-2400;;CHN;Chinese Military ALE;;CHN;;1;;
4610;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;[1219]
4610;0000-2400;;USA;FEMA Emergency ALE;;USA;;1;;
4610.5;0000-2400;;USA;NTA Emergency ALE Net;;USA;;1;;
4618;0000-2400;;D;German Fed.Police ALE;;D;;1;;[0120]
4621.5;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
4627;0000-2400;;S;Swedish Military ALE;;S;;1;;
4648;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
4650;0000-2400;;USA;Washington GasLight ALE;;ENA;;1;;
4700;0000-2400;;USA;Washington GasLight ALE;;ENA;;1;;
4703;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[1219]
4703;0000-2400;;USA;FEMA Emergency ALE;;USA;;1;;[1219]
4706;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[1219]
4706;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;[1219]
4715;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
4721;0000-2400;;USA;US Air Force ALE;;Glo;;1;;[0120]
4733;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
4745;0000-2400;;F;Fr. Air Force E-3F ALE;;Eu;av;1;;
4745;0000-2400;;USA;US Air Force ALE;;Glo;;1;;[1219]
4751.5;0000-2400;;UKR;Ukrainian Military ALE;;UKR;;1;;
4756;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;
4765.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
4788.5;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
4790;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1119]
4820;0000-2400;;USA;US National Guard ALE;;USA;;1;;
4830;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
4830;0000-2400;;USA;Missouri Nat.Guard ALE;;CNA;;1;;
4845;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[0120]
4853;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
4855;0000-2400;;MRC;Protection Civile ALE;;MRC;;1;;
4870;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
4874;0000-2400;;E;Guardia Civil ALE;;E;;1;;
4876;0000-2400;;S;Swedish Military ALE;;S;;1;;
4881;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
4895;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;
4906;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
4907.5;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1119]
4914;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;
4920.5;0000-2400;;POL;Internal Ministry ALE;;POL;;1;;
4930;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
4930;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;
4932.5;0000-2400;;D;German Red Cross ALE;;D;;1;;
4935;0000-2400;;POL;Polish Army ALE;;POL;;1;;[1219]
4942;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
4945;0000-2400;;USA;Bonneville PowerAdm.ALE;;WNA;;1;;
4950;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
4950;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
4952;0000-2400;;HNG;Hungarian Military ALE;;HNG;;1;;
4971;0000-2400;;HNG;Hungarian Military ALE;;HNG;;1;;[1119]
4976;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;[1219]
4977;0000-2400;;D;German Red Cross ALE;;D;;1;;[1219]
4979;0000-2400;;USA;FEMA Emergency ALE;;USA;;1;;
4982;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
4988;0000-2400;;E;Guardia Civil ALE;;E;;1;;
4993.5;0000-2400;;D;German Coast Guard ALE;;D;;1;;
5007;0000-2400;;E;Guardia Civil ALE;;E;;1;;
5015;0000-2400;;USA;Corps of Engineers ALE;;USA;;1;;
5019;0000-2400;;POL;Internal Ministry ALE;;POL;;1;;
5022;0000-2400;;D;German Fed.Police ALE;;D;;1;;
5033;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;
5035;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;
5038.5;0000-2400;;USA;Veterans Health Adm.ALE;;USA;;1;;
5040;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
5047;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5067.6;0000-2400;;USA;NTA Emergency ALE Net;;USA;;1;;
5071;0000-2400;;S;Swedish Military ALE;;S;;1;;[1119]
5075;0000-2400;;ALB;Albanian Government ALE;;ALB;;1;;
5080;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1219]
5080;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
5085;0000-2400;;MRC;Protection Civile ALE;;MRC;;1;;
5091;0000-2400;;TUN;Tunisian Police ALE;;TUN;;1;;
5094;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
5098;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[0120]
5120;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
5123;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
5130;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;
5131;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1219]
5132;0000-2400;;TUR;Red Crescent ALE;;TUR;;1;;[1119]
5135;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
5135;0000-2400;;USA;American Red Cross ALE;;USA;;1;;
5135;0000-2400;;USA;Illinois Emergency ALE;;CNA;;1;;
5140;0000-2400;;USA;American Red Cross ALE;;USA;;1;;
5140;0000-2400;;USA;Calif.Emergency Sce.ALE;;WNA;;1;;
5140;0000-2400;;USA;Illinois Emergency ALE;;CNA;;1;;
5146.7;0000-2400;;GEO;Georgia Borderguard ALE;;GEO;;1;;
5180;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[0120]
5182;0000-2400;;S;Swedish Military ALE;;S;;1;;
5187;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5192;0000-2400;;USA;Illinois Emergency ALE;;CNA;;1;;
5194;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5195;0000-2400;;USA;Calif.Emergency Sce.ALE;;WNA;;1;;
5206;0000-2400;;USA;US National Guard ALE;;USA;;1;;[1119]
5210;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1219]
5219;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[0120]
5233.5;0000-2400;;USA;Missouri Nat.Guard ALE;;CNA;;1;;
5242;0000-2400;;TUR;Red Crescent ALE;;TUR;;1;;[1219]
5242;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;
5250;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1019]
5251;0000-2400;;ALB;Albanian Government ALE;;ALB;;1;;
5258;0000-2400;;D;German Fed.Police ALE;;D;;1;;[0120]
5258;0000-2400;;MRC;Moroccan Military ALE;;MRC;;1;;
5268;0000-2400;;TUR;Red Crescent ALE;;TUR;;1;;
5268;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;
5270;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1219]
5280;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
5281;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;
5286;0000-2400;;E;Guardia Civil ALE;;E;;1;;
5287;0000-2400;;S;Swedish Military ALE;;S;;1;;
5295;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[1219]
5295;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
5298;0000-2400;;HRV;Croatian NRPD ALE;;HRV;;1;;
5300;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
5308;0000-2400;;USA;Bonneville PowerAdm.ALE;;WNA;;1;;
5313.6;0000-2400;;USA;NTA Emergency ALE Net;;USA;;1;;
5315;0000-2400;;USA;Washington GasLight ALE;;ENA;;1;;
5316;0000-2400;;HRV;Croatian NRPD ALE;;HRV;;1;;[1019]
5317.5;0000-2400;;POL;Internal Ministry ALE;;POL;;1;;
5321.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
5324.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
5327.5;0000-2400;;USA;Corps of Engineers ALE;;USA;;1;;
5330;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1219]
5330;0000-2400;;TUR;Red Crescent ALE;;TUR;;1;;[1119]
5333.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
5334;0000-2400;;HNG;Hungarian Military ALE;;HNG;;1;;[1119]
5340;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5347.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
5352;0000-2400;;E;Guardia Civil ALE;;E;;1;;
5358;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5361;0000-2400;;IRQ;Iraqi Navy ALE;;IRQ;;1;;[1219]
5365;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
5369;0000-2400;;GEO;Georgia Borderguard ALE;;GEO;;1;;
5370;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5370;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
5372.2;0000-2400;;IRQ;Iraqi Security Fcs. ALE;;IRQ;;1;;[1119]
5374;0000-2400;;S;Swedish Military ALE;;S;;1;;[1219]
5377;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5379;0000-2400;;ALB;Albanian Government ALE;;ALB;;1;;
5379;0000-2400;;E;Guardia Civil ALE;;E;;1;;
5380;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1219]
5387.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
5390;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
5400;0000-2400;;USA;Corps of Engineers ALE;;USA;;1;;
5407;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1219]
5410;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[0120]
5413;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;[1219]
5418;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1219]
5421;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
5425;0000-2400;;D;German Fed.Police ALE;;D;;1;;
5430;0000-2400;;IRQ;Iraqi Navy ALE;;IRQ;;1;;[1219]
5435.5;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[0120]
5436.7;0000-2400;;GEO;Georgia Borderguard ALE;;GEO;;1;;[1219]
5437;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;[1119]
5437.5;0000-2400;;USA;Corps of Engineers ALE;;USA;;1;;
5460;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1219]
5466;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[1219]
5491;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
5493;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;
5509;0000-2400;;USA;Washington GasLight ALE;;ENA;;1;;
5555;0000-2400;;GEO;Georgia Borderguard ALE;;GEO;;1;;
5570;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
5581;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
5620;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;
5620;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
5640;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
5650;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
5650;0000-2400;;GEO;Georgia Coast Guard ALE;;GEO;;1;;
5684;0000-2400;;F;Fr. Air Force E-3F ALE;;Eu;av;1;;
5684;0000-2400;;USA;US Air Force ALE;;Glo;;1;;[1119]
5690;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1219]
5702;0000-2400;;USA;US Air Force ALE;;Glo;;1;;[0120]
5708;0000-2400;;USA;US Air Force ALE;;Glo;;1;;[0120]
5710;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
5720.5;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;
5722;0000-2400;;IRQ;Iraqi Security Fcs. ALE;;IRQ;;1;;[1119]
5732;0000-2400;;USA;COTHEN ALE;;USA;;1;;[0120]
5747;0000-2400;;F;Fr. Air Force E-3F ALE;;Eu;av;1;;
5747;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;
5748.6;0000-2400;;USA;US Embassies ALE;;Glo;;1;;[1219]
5750;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
5750;0000-2400;;JOR;Jordan Address ALE Net;;JOR;;1;;[1119]
5754.5;0000-2400;;UKR;Ukrainian Military ALE;;UKR;;1;;[1119]
5760;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;[1219]
5762;0000-2400;;HNG;Hungarian Military ALE;;HNG;;1;;
5768;0000-2400;;HNG;Hungarian Military ALE;;HNG;;1;;
5770;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5781;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
5781;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
5782;0000-2400;;GEO;Georgia Borderguard ALE;;GEO;;1;;
5782;0000-2400;;USA;US National Guard ALE;;USA;;1;;
5783;0000-2400;;MRC;Moroccan Police ALE;;MRC;;1;;
5784;0000-2400;;CHN;Chinese Military ALE;;CHN;;1;;
5784.2;0000-2400;;GEO;Georgia Borderguard ALE;;GEO;;1;;
5785;0000-2400;;I;Guardia di Finanza ALE;;I;;1;;[1119]
5786;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5788;0000-2400;;S;Swedish Military ALE;;S;;1;;[1119]
5792;0000-2400;;MRC;Protection Civile ALE;;MRC;;1;;[0120]
5800;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1219]
5802;0000-2400;;S;Swedish Military ALE;;S;;1;;[1219]
5803;0000-2400;;MTN;Mauritania Military ALE;;MTN;;1;;[1219]
5806;0000-2400;;SVN;Slovenian Military ALE;;SVN;;1;;
5808;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[1219]
5814.3;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
5815.5;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;
5820;0000-2400;;MTN;Mauritania Military ALE;;MTN;;1;;[1219]
5823;0000-2400;;MRC;Protection Civile ALE;;MRC;;1;;[0120]
5835.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
5837;0000-2400;;USA;FEMA Emergency ALE;;USA;;1;;
5838;0000-2400;;MRC;Moroccan Military ALE;;MRC;;1;;[1119]
5843;0000-2400;;UKR;Ukrainian Military ALE;;UKR;;1;;[1219]
5847.5;0000-2400;;GRC;Greek Air Force ALE;;GRC;;1;;
5853;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1119]
5860;0000-2400;;USA;Fed.Aviation Admin. ALE;;USA;;1;;
5865;0000-2400;;E;Guardia Civil ALE;;E;;1;;
5875;0000-2400;;USA;US National Guard ALE;;USA;;1;;
5877;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5884;0000-2400;;F;French Navy ALE;;F;;1;;
5885;0000-2400;;HNG;Hungarian Military ALE;;HNG;;1;;[1219]
5892;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5892;0000-2400;;E;Guardia Civil ALE;;E;;1;;
5896.3;0000-2400;;IRQ;Iraqi Security Fcs. ALE;;IRQ;;1;;[1119]
5909.5;0000-2400;;USA;COTHEN ALE;;USA;;1;;[0120]
5916.5;0000-2400;;POL;Polish Army ALE;;POL;;1;;[1119]
5947;0000-2400;;USA;Bonneville PowerAdm.ALE;;WNA;;1;;
5950;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
5971;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
6020;0000-2400;;USA;Corps of Engineers ALE;;USA;;1;;
6123;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;
6224;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
6230;0000-2400;;AUS;Australian MHFCS ALE;;AUS;;1;;
6233;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
6240;0000-2400;;JOR;Jordan Address ALE Net;;JOR;;1;;[0120]
6251;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ev;1;;[1219]
6265;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
6280;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
6300;0000-2400;;GHA;Ghana Navy ALE;;GHA;;1;;
6320;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;[1119]
6324;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
6330;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
6337;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
6380;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
6416.5;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[1119]
6450;0000-2400;;I;Guardia di Finanza ALE;;I;;1;;[1119]
6467.5;0000-2400;;F;French Navy ALE;;F;;1;;
6482;0000-2400;;CHN;China Military ALE;;FE;;1;;[1119]
6500;0000-2400;;ALG;Algeria Gendarmerie ALE;;ALG;;1;;
6500;0000-2400;;MRC;Protection Civile ALE;;MRC;;1;;
6510;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;
6550;0000-2400;;USA;ArmyAviation SCPTOC ALE;;SEE;/KOS-b;1;;
6562;0000-2400;;MRC;Moroccan Military ALE;;MRC;;1;;[1219]
6565;0000-2400;;GEO;Georgia Borderguard ALE;;GEO;;1;;
6566;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
6566;0000-2400;;MTN;Mauritania Military ALE;;MTN;;1;;
6580;0000-2400;;JOR;Jordan Address ALE Net;;JOR;;1;;[1119]
6589;0000-2400;;IRQ;Iraqi Security Fcs. ALE;;IRQ;;1;;[1119]
6600;0000-2400;;I;Guardia di Finanza ALE;;I;;1;;
6636;0000-2400;;GEO;Georgia Coast Guard ALE;;GEO;;1;;
6668.7;0000-2400;;GEO;Georgia Borderguard ALE;;GEO;;1;;[0120]
6678;0000-2400;;MTN;Mauritania Military ALE;;MTN;;1;;
6690;0000-2400;;MRC;Moroccan Police ALE;;MRC;;1;;
6691;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[1219]
6694;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
6706;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[1219]
6708;0000-2400;;IRQ;Iraqi Security Fcs. ALE;;IRQ;;1;;[1119]
6715;0000-2400;;USA;US Air Force ALE;;Glo;;1;;[0120]
6721;0000-2400;;USA;US Air Force ALE;;Glo;;1;;[0120]
6743;0000-2400;;CHN;China Military ALE;;FE;;1;;[1119]
6745;0000-2400;;F;Fr. Air Force E-3F ALE;;Eu;av;1;;
6748;0000-2400;;I;Italian Air Force ALE;;SEu;;1;;
6769;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
6770;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
6771;0000-2400;;LTU;Lithuanian Navy ALE;;LTU;;1;;
